,hard%,Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),E,classification
286,9.634320309,2022-10-20,488,denim,28741,2769,0,5,29,40,20,5,0,0.307346522,1
287,9.756608583,2022-10-21,489,grove,28637,2794,0,4,18,30,28,17,3,0.280117954,1
288,9.661669647,2022-10-22,490,spiel,29084,2810,0,7,32,36,19,6,1,0.352489518,1
289,10.31797534,2022-10-23,491,mummy,29279,3021,0,1,4,14,27,37,18,0.23264041,3
290,9.56230352,2022-10-24,492,fault,28947,2768,0,7,27,35,22,8,1,0.204552013,1
291,9.729561703,2022-10-25,493,foggy,28953,2817,0,2,13,35,32,15,3,0.171736231,2
292,9.659714599,2022-10-26,494,flout,30063,2904,0,6,28,37,21,7,1,0.238185574,1
293,9.471549133,2022-10-27,495,carry,27609,2615,0,4,22,35,24,12,3,0.343287558,2
294,9.446335782,2022-10-28,496,sneak,27905,2636,0,7,28,36,21,7,1,0.344795138,1
295,10.08109397,2022-10-29,497,libel,25156,2536,0,3,15,32,32,16,2,0.390362951,2
296,10.11673152,2022-10-30,498,waltz,24672,2496,0,2,11,29,35,19,3,0.219351497,1
297,9.706392935,2022-10-31,499,aptly,26498,2572,0,3,26,41,23,7,1,0.382372323,1
298,13.33357574,2022-11-1,500,piney,27502,3667,0,1,14,37,33,14,2,0.343655372,1
299,9.541019154,2022-11-2,501,inept,27670,2640,0,6,30,39,20,6,1,0.383754783,1
300,9.53847195,2022-11-3,502,aloud,29554,2819,1,18,31,30,15,4,1,0.482805568,1
301,9.385290889,2022-11-4,503,photo,27330,2565,0,5,34,43,15,3,0,0.299686835,2
302,9.249235114,2022-11-5,504,dream,29743,2751,5,14,31,29,15,4,1,0.334559662,1
303,9.698081627,2022-11-6,505,stale,31068,3013,2,19,30,27,15,6,2,0.451378766,1
304,9.346259963,2022-11-7,506,begin,26096,2439,0,6,26,36,23,7,1,0.241428048,1
305,9.30070187,2022-11-8,507,spell,27213,2531,0,4,24,37,24,9,1,0.364312106,2
306,9.239580458,2022-11-9,508,rainy,28984,2678,1,16,38,31,11,3,1,0.474299367,1
307,9.374886227,2022-11-10,509,unite,27467,2575,1,11,31,33,18,5,1,0.335604015,1
308,9.379448313,2022-11-11,510,medal,25993,2438,0,5,25,38,23,8,1,0.371272265,1
309,9.553933496,2022-11-12,511,valet,24660,2356,0,4,22,38,25,9,1,0.276385734,1
310,10.0259119,2022-11-13,512,inane,25085,2515,0,8,25,30,21,13,3,0.462802768,2
311,9.296804341,2022-11-14,513,maple,26536,2467,1,6,26,36,21,8,1,0.31653403,1
312,9.645131938,2022-11-15,514,snarl,27475,2650,0,5,21,31,24,15,4,0.355613535,1
313,9.935095402,2022-11-16,515,baker,25576,2541,0,5,16,23,24,22,10,0.294483861,1
314,9.211724012,2022-11-17,516,there,27465,2530,0,14,35,33,14,4,0,0.514428857,2
315,9.925362914,2022-11-18,517,glyph,29208,2899,0,2,23,49,20,5,1,0.209834038,1
316,9.69736151,2022-11-19,518,avert,24749,2400,0,7,26,35,22,9,1,0.485791932,1
317,9.587451483,2022-11-20,519,brave,24991,2396,1,6,17,27,27,18,5,0.259131472,1
318,9.807312253,2022-11-21,520,axiom,24288,2382,0,5,19,33,27,13,3,0.368403443,1
319,9.235703612,2022-11-22,521,prime,27437,2534,1,10,26,32,21,9,1,0.318811737,1
320,9.192513971,2022-11-23,522,drive,26663,2451,1,12,32,30,18,6,1,0.281085461,1
321,9.835769717,2022-11-24,523,feast,27705,2725,5,13,25,27,19,10,2,0.295504985,1
322,9.625160144,2022-11-25,524,itchy,24197,2329,0,8,28,40,18,5,1,0.346062764,1
323,9.188431068,2022-11-26,525,clean,26381,2424,1,17,36,31,12,3,0,0.384803548,1
324,9.346980878,2022-11-27,526,happy,25206,2356,0,6,28,39,19,6,1,0.289274321,2
325,9.535142605,2022-11-28,527,tepid,26051,2484,0,10,38,35,13,3,0,0.412181951,1
326,9.756097561,2022-11-29,528,undue,23739,2316,0,3,19,35,29,13,2,0.276631868,2
327,9.361619307,2022-11-30,529,study,25690,2405,0,6,30,33,19,10,2,0.325929427,1
328,9.722467739,2022-12-1,530,eject,22628,2200,0,2,11,35,36,14,2,0.375458864,2
329,9.506613649,2022-12-2,531,chafe,24646,2343,0,6,30,33,19,9,2,0.313067548,1
330,9.466761614,2022-12-3,532,torso,23873,2260,0,4,35,36,17,6,1,0.433480125,2
331,9.3756109,2022-12-4,533,adore,25577,2398,2,17,32,29,15,5,1,0.511671522,1
332,9.502008379,2022-12-5,534,woken,23153,2200,0,2,10,25,36,23,4,0.227512318,1
333,9.617593262,2022-12-6,535,amber,23509,2261,0,6,22,33,24,12,3,0.495310764,1
334,9.590746616,2022-12-7,536,joust,24899,2388,0,6,29,34,21,8,2,0.166973011,1
335,8.788150384,2022-12-8,537,infer,21199,1863,0,3,19,33,26,14,3,0.41772972,1
336,9.15820643,2022-12-9,538,braid,23640,2165,0,10,36,35,14,3,0,0.265748114,1
337,9.646925367,2022-12-10,539,knock,21157,2041,0,3,18,43,27,8,1,0.191937054,2
338,9.454595161,2022-12-11,540,naive,21947,2075,1,7,24,32,24,11,1,0.348151709,1
339,9.399728938,2022-12-12,541,apply,22873,2150,0,5,28,38,22,7,1,0.396731481,2
340,9.22783287,2022-12-13,542,spoke,24101,2224,0,6,31,38,19,5,0,0.334135949,1
341,9.834805993,2022-12-14,543,usual,20824,2048,0,3,20,39,27,10,1,0.31272867,2
342,9.591450216,2022-12-15,544,rival,22176,2127,0,7,27,35,22,8,1,0.435708395,1
343,9.451713123,2022-12-16,545,probe,22853,2160,0,6,24,32,24,11,3,0.30556376,1
344,9.348137536,2022-12-17,546,chord,22336,2088,0,7,39,38,13,3,0,0.346774541,1
345,9.510060453,2022-12-18,547,taper,22166,2108,0,8,28,30,20,11,3,0.48897875,1
346,9.311803153,2022-12-19,548,slate,26010,2422,6,14,33,27,13,5,1,0.389915061,1
347,9.367361313,2022-12-20,549,third,24137,2261,1,10,47,32,9,2,0,0.390782902,1
348,9.179440938,2022-12-21,550,lunar,22180,2036,0,5,32,40,17,4,0,0.438220659,1
349,9.926793558,2022-12-22,551,excel,20490,2034,0,1,13,34,34,15,2,0.42882865,2
350,9.627569859,2022-12-23,552,aorta,21937,2112,0,7,26,35,20,10,3,0.4387301,2
351,9.422612297,2022-12-24,553,poise,20281,1911,2,11,34,32,15,6,1,0.328977519,1
352,10.04243281,2022-12-25,554,extra,15554,1562,1,5,20,35,28,10,1,0.452183101,1
353,10.20938484,2022-12-26,555,judge,20011,2043,0,2,8,16,26,33,14,0.089392561,1
354,9.636476843,2022-12-27,556,condo,20879,2012,0,2,17,35,29,14,3,0.344093757,2
355,9.608134921,2022-12-28,557,impel,20160,1937,0,3,21,40,25,9,1,0.376395271,1
356,9.594520274,2022-12-29,558,havoc,20001,1919,0,2,16,38,30,12,2,0.280956155,1
357,9.304848142,2022-12-30,559,molar,21204,1973,0,4,21,38,26,9,1,0.371181433,1
358,9.317958783,2022-12-31,560,manly,20380,1899,0,2,17,37,29,12,2,0.303126484,1
